game_date,game_loc,away_team,away_team_score,home_team,home_team_score,total_score,max_temp_C,min_temp_C,precipitation_mm,max_wind_speed_kmh,dominant_wind_dir_deg
2021-04-19,Angel Stadium of Anaheim,Texas Rangers,6,Los Angeles Angels,4,10,23.5,7.4,0.0,12.4,153.0
2021-04-19,Fenway Park,Chicago White Sox,4,Boston Red Sox,11,15,0.1,-10.0,0.0,11.6,199.0
2021-04-19,Kauffman Stadium,Tampa Bay Rays,4,Kansas City Royals,1,5,10.4,0.2,0.0,41.0,30.0
2021-04-19,Citizens Bank Park,San Francisco Giants,2,Philadelphia Phillies,0,2,-0.6,-6.9,0.0,8.6,352.0
2021-04-19,Petco Park,Milwaukee Brewers,3,San Diego Padres,1,4,23.4,8.6,0.0,12.4,139.0
2021-04-19,T-Mobile Park,Los Angeles Dodgers,3,Seattle Mariners,4,7,10.8,-0.6,0.0,24.7,319.0
2021-04-19,Nationals Park,St. Louis Cardinals,12,Washington Nationals,5,17,24.0,12.0,0.0,30.1,310.0
2021-04-20,Angel Stadium of Anaheim,Texas Rangers,2,Los Angeles Angels,6,8,17.6,13.0,1.6,17.4,98.0
2021-04-20,Fenway Park,Toronto Blue Jays,2,Boston Red Sox,4,6,-0.8,-7.2,2.3,8.0,192.0
2021-04-20,Wrigley Field,New York Mets,1,Chicago Cubs,3,4,20.4,9.5,0.2,18.7,276.0
2021-04-20,Great American Ball Park,Arizona Diamondbacks,5,Cincinnati Reds,4,9,24.2,12.6,0.0,26.6,307.0
2021-04-20,Progressive Field,Chicago White Sox,8,Cleveland Indians,5,13,17.7,4.5,0.2,16.1,308.0
2021-04-20,Coors Field,Houston Astros,2,Colorado Rockies,6,8,20.4,9.6,0.1,18.6,27.0
2021-04-20,Kauffman Stadium,Tampa Bay Rays,14,Kansas City Royals,7,21,6.9,0.3,0.0,24.6,11.0
2021-04-20,loanDepot park,Baltimore Orioles,7,Miami Marlins,5,12,40.3,23.3,0.0,13.2,133.0
2021-04-20,Yankee Stadium III,Atlanta Braves,1,New York Yankees,3,4,5.0,-0.1,2.7,7.6,172.0
2021-04-20,RingCentral Coliseum,Minnesota Twins,0,Oakland Athletics,7,7,14.1,9.9,0.0,24.1,187.0
2021-04-20,RingCentral Coliseum,Minnesota Twins,0,Oakland Athletics,1,1,14.1,9.9,0.0,24.1,187.0
2021-04-20,Citizens Bank Park,San Francisco Giants,10,Philadelphia Phillies,7,17,2.1,-7.8,0.0,6.8,341.0
2021-04-20,Petco Park,Milwaukee Brewers,6,San Diego Padres,0,6,20.6,16.0,2.9,16.1,100.0
2021-04-20,T-Mobile Park,Los Angeles Dodgers,1,Seattle Mariners,0,1,14.6,-4.3,0.0,15.6,208.0
2021-04-20,Nationals Park,St. Louis Cardinals,2,Washington Nationals,3,5,24.8,9.1,0.0,14.8,320.0
2021-04-21,Angel Stadium of Anaheim,Texas Rangers,7,Los Angeles Angels,4,11,19.2,13.4,8.5,20.4,99.0
2021-04-21,Fenway Park,Toronto Blue Jays,6,Boston Red Sox,3,9,-2.7,-7.3,6.9,6.8,199.0
2021-04-21,Wrigley Field,New York Mets,4,Chicago Cubs,16,20,21.6,9.5,0.0,28.9,246.0
2021-04-21,Great American Ball Park,Arizona Diamondbacks,8,Cincinnati Reds,5,13,25.5,15.1,0.0,14.8,82.0
2021-04-21,Coors Field,Houston Astros,3,Colorado Rockies,6,9,20.1,12.0,0.5,19.2,152.0
2021-04-21,Comerica Park,Pittsburgh Pirates,3,Detroit Tigers,2,5,1.8,-6.9,1.5,9.3,357.0
2021-04-21,Comerica Park,Pittsburgh Pirates,2,Detroit Tigers,5,7,1.8,-6.9,1.5,9.3,357.0
2021-04-21,Kauffman Stadium,Tampa Bay Rays,8,Kansas City Royals,9,17,13.5,-2.3,0.0,28.7,72.0
2021-04-21,loanDepot park,Baltimore Orioles,0,Miami Marlins,3,3,37.2,26.9,0.0,28.6,350.0
2021-04-21,Yankee Stadium III,Atlanta Braves,4,New York Yankees,1,5,3.1,-1.8,34.1,13.0,196.0
2021-04-21,RingCentral Coliseum,Minnesota Twins,12,Oakland Athletics,13,25,11.6,9.4,0.0,24.2,149.0
2021-04-21,Citizens Bank Park,San Francisco Giants,5,Philadelphia Phillies,6,11,-2.5,-11.6,3.0,15.5,354.0
2021-04-21,Petco Park,Milwaukee Brewers,4,San Diego Padres,2,6,20.3,15.1,7.4,17.7,97.0
2021-04-21,Nationals Park,St. Louis Cardinals,0,Washington Nationals,1,1,24.8,12.4,0.0,42.7,319.0
2021-04-22,Fenway Park,Seattle Mariners,7,Boston Red Sox,3,10,-3.3,-8.3,0.0,6.8,179.0
2021-04-22,Wrigley Field,New York Mets,3,Chicago Cubs,4,7,17.7,6.4,1.9,24.9,60.0
2021-04-22,Great American Ball Park,Arizona Diamondbacks,14,Cincinnati Reds,11,25,21.0,13.7,0.2,38.8,34.0
2021-04-22,Progressive Field,New York Yankees,6,Cleveland Indians,3,9,15.0,6.6,0.2,32.4,25.0
2021-04-22,Comerica Park,Pittsburgh Pirates,4,Detroit Tigers,2,6,-1.9,-8.5,1.9,24.8,10.0
2021-04-22,Minute Maid Park,Los Angeles Angels,2,Houston Astros,8,10,3.1,-1.9,4.2,4.9,68.0
2021-04-22,Dodger Stadium,San Diego Padres,3,Los Angeles Dodgers,2,5,19.6,14.8,19.6,13.2,46.0
2021-04-22,Oracle Park,Miami Marlins,0,San Francisco Giants,3,3,10.9,9.4,9.0,32.8,129.0
2021-04-23,Truist Park,Arizona Diamondbacks,4,Atlanta Braves,5,9,1.1,-11.7,0.2,35.2,222.0
2021-04-23,Oriole Park at Camden Yards,Oakland Athletics,3,Baltimore Orioles,1,4,21.2,9.2,0.0,29.6,316.0
2021-04-23,Fenway Park,Seattle Mariners,5,Boston Red Sox,6,11,-1.7,-6.1,0.0,8.8,192.0
2021-04-23,Guaranteed Rate Field,Texas Rangers,7,Chicago White Sox,9,16,9.3,2.4,12.8,21.8,109.0
2021-04-23,Wrigley Field,Milwaukee Brewers,2,Chicago Cubs,15,17,6.3,0.6,13.4,19.2,94.0
2021-04-23,Progressive Field,New York Yankees,5,Cleveland Indians,3,8,10.3,2.4,0.0,22.9,125.0
2021-04-23,Coors Field,Philadelphia Phillies,4,Colorado Rockies,5,9,21.8,12.1,0.0,44.0,87.0
2021-04-23,Comerica Park,Kansas City Royals,6,Detroit Tigers,2,8,-5.0,-13.0,0.1,27.0,348.0
2021-04-23,Minute Maid Park,Los Angeles Angels,4,Houston Astros,5,9,1.6,-2.4,13.1,4.6,78.0
2021-04-23,Dodger Stadium,San Diego Padres,6,Los Angeles Dodgers,1,7,20.4,13.8,0.0,13.0,354.0
2021-04-23,Target Field,Pittsburgh Pirates,0,Minnesota Twins,2,2,0.1,-9.2,0.4,18.1,346.0
2021-04-23,Citi Field,Washington Nationals,0,New York Mets,6,6,1.2,-10.1,0.0,7.6,195.0
2021-04-23,Oracle Park,Miami Marlins,3,San Francisco Giants,5,8,11.4,10.4,7.6,45.6,98.0
2021-04-23,Busch Stadium III,Cincinnati Reds,4,St. Louis Cardinals,5,9,4.8,-1.3,3.9,27.4,270.0
2021-04-23,Tropicana Field,Toronto Blue Jays,5,Tampa Bay Rays,3,8,33.6,16.3,0.0,19.4,311.0
2021-04-24,Oriole Park at Camden Yards,Oakland Athletics,7,Baltimore Orioles,2,9,21.6,4.5,0.0,14.2,70.0
2021-04-24,Fenway Park,Seattle Mariners,8,Boston Red Sox,2,10,1.6,-8.8,0.6,10.9,199.0
2021-04-24,Guaranteed Rate Field,Texas Rangers,1,Chicago White Sox,2,3,11.7,1.1,0.0,17.7,78.0
2021-04-24,Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,3,7,8.6,-0.9,0.0,20.2,76.0
2021-04-24,Progressive Field,New York Yankees,2,Cleveland Indians,1,3,10.4,0.5,0.9,13.0,32.0
2021-04-24,Coors Field,Philadelphia Phillies,7,Colorado Rockies,5,12,14.9,3.8,11.9,24.1,325.0
2021-04-24,Comerica Park,Kansas City Royals,2,Detroit Tigers,1,3,-5.5,-10.6,3.5,12.4,297.0
2021-04-24,Minute Maid Park,Los Angeles Angels,2,Houston Astros,16,18,2.7,-3.6,3.4,7.1,62.0
2021-04-24,Dodger Stadium,San Diego Padres,4,Los Angeles Dodgers,5,9,16.7,12.4,0.3,28.9,33.0
2021-04-24,Target Field,Pittsburgh Pirates,6,Minnesota Twins,2,8,0.5,-9.3,0.1,20.3,341.0
2021-04-24,Citi Field,Washington Nationals,7,New York Mets,1,8,4.4,-12.3,0.0,8.1,190.0
2021-04-24,Oracle Park,Miami Marlins,5,San Francisco Giants,2,7,11.7,9.8,0.0,31.4,45.0
2021-04-24,Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,2,2,4.1,-3.1,2.2,42.5,244.0
2021-04-24,Tropicana Field,Toronto Blue Jays,3,Tampa Bay Rays,5,8,34.0,18.6,0.0,19.5,30.0
2021-04-25,Truist Park,Arizona Diamondbacks,5,Atlanta Braves,0,5,-0.2,-15.6,0.0,18.1,257.0
2021-04-25,Truist Park,Arizona Diamondbacks,7,Atlanta Braves,0,7,-0.2,-15.6,0.0,18.1,257.0
2021-04-25,Oriole Park at Camden Yards,Oakland Athletics,1,Baltimore Orioles,8,9,24.5,12.4,0.0,23.0,343.0
2021-04-25,Fenway Park,Seattle Mariners,3,Boston Red Sox,5,8,1.8,-7.2,0.0,10.5,195.0
2021-04-25,Guaranteed Rate Field,Texas Rangers,4,Chicago White Sox,8,12,12.0,1.0,0.1,29.1,80.0
2021-04-25,Wrigley Field,Milwaukee Brewers,6,Chicago Cubs,0,6,9.5,-1.4,0.7,25.0,77.0
2021-04-25,Progressive Field,New York Yankees,3,Cleveland Indians,7,10,14.1,1.1,0.0,12.2,72.0
2021-04-25,Coors Field,Philadelphia Phillies,2,Colorado Rockies,12,14,11.6,0.8,0.0,23.0,240.0
2021-04-25,Comerica Park,Kansas City Royals,4,Detroit Tigers,0,4,-1.5,-14.6,0.2,18.6,315.0
2021-04-25,Minute Maid Park,Los Angeles Angels,4,Houston Astros,2,6,2.3,-4.7,0.1,7.8,50.0
2021-04-25,Dodger Stadium,San Diego Padres,8,Los Angeles Dodgers,7,15,16.3,12.7,4.4,21.6,52.0
2021-04-25,Target Field,Pittsburgh Pirates,6,Minnesota Twins,2,8,-2.4,-11.3,2.2,23.1,319.0
2021-04-25,Citi Field,Washington Nationals,0,New York Mets,4,4,5.4,-5.7,0.2,7.7,197.0
2021-04-25,Oracle Park,Miami Marlins,3,San Francisco Giants,4,7,11.1,8.9,0.0,27.8,5.0
2021-04-25,Busch Stadium III,Cincinnati Reds,2,St. Louis Cardinals,5,7,8.9,-3.8,0.2,45.4,242.0
2021-04-25,Tropicana Field,Toronto Blue Jays,1,Tampa Bay Rays,0,1,33.3,18.6,0.0,11.0,82.0
2021-04-26,Truist Park,Chicago Cubs,7,Atlanta Braves,8,15,0.0,-13.7,0.0,20.9,4.0
2021-04-26,Oriole Park at Camden Yards,New York Yankees,2,Baltimore Orioles,4,6,24.4,11.7,0.0,12.6,86.0
2021-04-26,Progressive Field,Minnesota Twins,3,Cleveland Indians,5,8,16.1,3.2,0.0,12.1,180.0
2021-04-26,Comerica Park,Kansas City Royals,3,Detroit Tigers,2,5,1.1,-10.3,0.0,13.8,337.0
2021-04-26,Minute Maid Park,Seattle Mariners,2,Houston Astros,5,7,0.4,-3.7,16.2,6.1,45.0
2021-04-26,Dodger Stadium,Cincinnati Reds,5,Los Angeles Dodgers,3,8,15.4,13.2,13.4,10.9,139.0
2021-04-26,American Family Field,Miami Marlins,8,Milwaukee Brewers,0,8,15.0,2.5,0.0,21.0,13.0
2021-04-26,Oracle Park,Colorado Rockies,0,San Francisco Giants,12,12,12.6,8.8,1.9,27.7,181.0
2021-04-26,Busch Stadium III,Philadelphia Phillies,2,St. Louis Cardinals,1,3,7.5,-3.4,0.1,33.1,250.0
2021-04-26,Tropicana Field,Oakland Athletics,2,Tampa Bay Rays,1,3,34.8,18.3,0.0,9.1,329.0
2021-04-26,Globe Life Field,Los Angeles Angels,9,Texas Rangers,4,13,-3.9,-12.0,0.0,13.5,243.0
2021-04-27,Chase Field,San Diego Padres,1,Arizona Diamondbacks,5,6,23.3,14.5,0.8,16.1,227.0
2021-04-27,Truist Park,Chicago Cubs,0,Atlanta Braves,5,5,0.2,-13.0,0.0,19.8,21.0
2021-04-27,Oriole Park at Camden Yards,New York Yankees,5,Baltimore Orioles,1,6,25.7,9.2,0.0,18.1,83.0
2021-04-27,Guaranteed Rate Field,Detroit Tigers,5,Chicago White Sox,2,7,18.3,4.9,0.0,15.5,49.0
2021-04-27,Progressive Field,Minnesota Twins,4,Cleveland Indians,7,11,18.4,5.0,0.0,13.6,290.0
2021-04-27,Minute Maid Park,Seattle Mariners,0,Houston Astros,2,2,2.5,-6.3,0.0,8.0,52.0
2021-04-27,Dodger Stadium,Cincinnati Reds,6,Los Angeles Dodgers,5,11,22.2,11.8,0.0,11.2,270.0
2021-04-27,American Family Field,Miami Marlins,4,Milwaukee Brewers,5,9,17.2,7.8,0.0,13.8,78.0
2021-04-27,Citi Field,Boston Red Sox,2,New York Mets,1,3,8.4,-4.9,0.0,11.0,114.0
2021-04-27,PNC Park,Kansas City Royals,1,Pittsburgh Pirates,2,3,24.9,9.7,0.0,14.2,62.0
2021-04-27,Oracle Park,Colorado Rockies,7,San Francisco Giants,5,12,12.6,10.2,4.9,25.6,211.0
2021-04-27,Busch Stadium III,Philadelphia Phillies,2,St. Louis Cardinals,5,7,6.9,-4.1,0.1,27.8,259.0
2021-04-27,Tropicana Field,Oakland Athletics,3,Tampa Bay Rays,4,7,35.7,18.4,0.0,11.8,326.0
2021-04-27,Globe Life Field,Los Angeles Angels,1,Texas Rangers,6,7,-4.6,-14.2,0.0,16.3,272.0
2021-04-27,TD Ballpark,Washington Nationals,5,Toronto Blue Jays,9,14,34.6,18.2,0.0,11.5,229.0
2021-04-28,Chase Field,San Diego Padres,12,Arizona Diamondbacks,3,15,27.0,12.8,0.0,30.5,138.0
2021-04-28,Truist Park,Chicago Cubs,0,Atlanta Braves,10,10,0.6,-11.5,0.3,15.6,62.0
2021-04-28,Oriole Park at Camden Yards,New York Yankees,7,Baltimore Orioles,0,7,27.6,9.8,0.0,12.5,54.0
2021-04-28,Progressive Field,Minnesota Twins,10,Cleveland Indians,2,12,21.5,5.9,0.0,12.6,305.0
2021-04-28,Minute Maid Park,Seattle Mariners,5,Houston Astros,7,12,5.0,-5.9,0.0,8.7,45.0
2021-04-28,Dodger Stadium,Cincinnati Reds,0,Los Angeles Dodgers,8,8,21.9,12.6,0.0,16.3,267.0
2021-04-28,American Family Field,Miami Marlins,6,Milwaukee Brewers,2,8,23.5,9.1,0.0,11.3,172.0
2021-04-28,Citi Field,Boston Red Sox,1,New York Mets,0,1,11.5,-0.9,0.0,12.2,124.0
2021-04-28,PNC Park,Kansas City Royals,9,Pittsburgh Pirates,6,15,28.2,10.1,0.0,19.5,59.0
2021-04-28,Oracle Park,Colorado Rockies,3,San Francisco Giants,7,10,12.6,10.5,0.0,27.4,253.0
2021-04-28,Busch Stadium III,Philadelphia Phillies,5,St. Louis Cardinals,3,8,13.1,-1.7,0.0,23.4,224.0
2021-04-28,Tropicana Field,Oakland Athletics,0,Tampa Bay Rays,2,2,35.8,20.1,0.0,16.7,41.0
2021-04-28,Globe Life Field,Los Angeles Angels,4,Texas Rangers,3,7,-6.3,-14.5,0.3,13.5,318.0
2021-04-28,TD Ballpark,Washington Nationals,8,Toronto Blue Jays,2,10,34.6,19.3,0.1,18.1,11.0
2021-04-29,Chase Field,Colorado Rockies,3,Arizona Diamondbacks,5,8,33.8,14.6,0.0,12.6,58.0
2021-04-29,Truist Park,Chicago Cubs,9,Atlanta Braves,3,12,3.1,-8.0,1.5,19.7,21.0
2021-04-29,Oriole Park at Camden Yards,New York Yankees,3,Baltimore Orioles,4,7,29.1,10.3,0.0,11.3,325.0
2021-04-29,Guaranteed Rate Field,Detroit Tigers,1,Chicago White Sox,3,4,25.6,13.1,0.0,15.7,337.0
2021-04-29,Guaranteed Rate Field,Detroit Tigers,0,Chicago White Sox,11,11,25.6,13.1,0.0,15.7,337.0
2021-04-29,Minute Maid Park,Seattle Mariners,1,Houston Astros,0,1,4.0,-6.3,0.0,8.2,44.0
2021-04-29,American Family Field,Los Angeles Dodgers,1,Milwaukee Brewers,2,3,27.4,13.9,0.0,15.9,79.0
2021-04-29,Busch Stadium III,Philadelphia Phillies,3,St. Louis Cardinals,4,7,14.6,0.5,0.0,27.9,156.0
2021-04-29,Tropicana Field,Oakland Athletics,3,Tampa Bay Rays,2,5,32.6,22.3,1.6,16.6,72.0
2021-04-29,Globe Life Field,Boston Red Sox,1,Texas Rangers,4,5,-4.9,-11.6,0.0,8.9,237.0
2021-04-30,Chase Field,Colorado Rockies,2,Arizona Diamondbacks,7,9,35.8,19.0,0.0,20.1,148.0
2021-04-30,Guaranteed Rate Field,Cleveland Indians,5,Chicago White Sox,3,8,28.3,14.0,0.0,13.1,28.0
2021-04-30,Great American Ball Park,Chicago Cubs,6,Cincinnati Reds,8,14,29.9,14.2,0.0,11.4,231.0
2021-04-30,American Family Field,Los Angeles Dodgers,1,Milwaukee Brewers,3,4,28.9,18.3,0.0,17.2,49.0
2021-04-30,Target Field,Kansas City Royals,1,Minnesota Twins,9,10,19.0,5.8,0.0,14.2,311.0
2021-04-30,Yankee Stadium III,Detroit Tigers,0,New York Yankees,10,10,14.9,1.8,7.2,8.4,177.0
2021-04-30,RingCentral Coliseum,Baltimore Orioles,3,Oakland Athletics,2,5,10.0,8.8,1.2,32.4,321.0
2021-04-30,Citizens Bank Park,New York Mets,1,Philadelphia Phillies,2,3,5.2,-6.0,0.0,8.1,354.0
2021-04-30,PNC Park,St. Louis Cardinals,7,Pittsburgh Pirates,3,10,31.3,13.5,0.0,16.4,216.0
2021-04-30,Petco Park,San Francisco Giants,2,San Diego Padres,3,5,29.2,15.2,0.1,28.7,240.0
2021-04-30,T-Mobile Park,Los Angeles Angels,4,Seattle Mariners,7,11,9.1,-4.2,1.0,9.4,289.0
2021-04-30,Tropicana Field,Houston Astros,9,Tampa Bay Rays,2,11,32.6,20.9,0.7,15.1,31.0
2021-04-30,Globe Life Field,Boston Red Sox,6,Texas Rangers,1,7,-3.2,-9.3,0.0,11.2,193.0
2021-04-30,TD Ballpark,Atlanta Braves,5,Toronto Blue Jays,13,18,30.5,19.7,0.7,10.5,26.0
2021-04-30,Nationals Park,Miami Marlins,1,Washington Nationals,2,3,30.5,13.1,0.0,13.8,285.0
2021-05-01,Chase Field,Colorado Rockies,14,Arizona Diamondbacks,6,20,37.3,21.3,0.0,24.6,206.0
2021-05-01,Guaranteed Rate Field,Cleveland Indians,3,Chicago White Sox,7,10,29.7,17.8,0.0,20.7,314.0
2021-05-01,Great American Ball Park,Chicago Cubs,3,Cincinnati Reds,2,5,31.6,16.1,0.0,11.8,235.0
2021-05-01,American Family Field,Los Angeles Dodgers,5,Milwaukee Brewers,6,11,27.9,10.6,0.7,69.4,333.0
2021-05-01,Target Field,Kansas City Royals,11,Minnesota Twins,3,14,20.3,5.2,0.1,28.5,299.0
2021-05-01,Yankee Stadium III,Detroit Tigers,4,New York Yankees,6,10,11.9,3.7,4.9,5.9,160.0
2021-05-01,RingCentral Coliseum,Baltimore Orioles,8,Oakland Athletics,4,12,10.6,9.1,0.1,31.1,308.0
2021-05-01,Citizens Bank Park,New York Mets,5,Philadelphia Phillies,4,9,4.6,-2.4,0.3,8.6,1.0
2021-05-01,PNC Park,St. Louis Cardinals,12,Pittsburgh Pirates,5,17,32.6,14.9,0.0,14.5,199.0
2021-05-01,Petco Park,San Francisco Giants,2,San Diego Padres,6,8,24.3,11.7,0.0,17.3,54.0
2021-05-01,T-Mobile Park,Los Angeles Angels,10,Seattle Mariners,5,15,12.3,-2.7,0.6,11.6,333.0
2021-05-01,Tropicana Field,Houston Astros,3,Tampa Bay Rays,1,4,32.8,21.0,0.3,16.9,33.0
2021-05-01,Globe Life Field,Boston Red Sox,6,Texas Rangers,8,14,-0.9,-11.9,0.1,12.8,198.0
2021-05-01,TD Ballpark,Atlanta Braves,5,Toronto Blue Jays,6,11,32.4,19.2,1.3,11.3,357.0
2021-05-01,Nationals Park,Miami Marlins,2,Washington Nationals,7,9,32.2,17.1,0.0,31.4,300.0
2021-05-02,Chase Field,Colorado Rockies,4,Arizona Diamondbacks,8,12,33.8,19.6,0.0,28.2,232.0
2021-05-02,Guaranteed Rate Field,Cleveland Indians,5,Chicago White Sox,0,5,22.8,14.2,0.0,25.6,112.0
2021-05-02,Great American Ball Park,Chicago Cubs,12,Cincinnati Reds,13,25,26.0,18.9,0.0,49.6,87.0
2021-05-02,American Family Field,Los Angeles Dodgers,16,Milwaukee Brewers,4,20,17.6,8.8,1.0,68.3,324.0
2021-05-02,Target Field,Kansas City Royals,4,Minnesota Twins,13,17,3.6,-4.0,0.0,27.5,318.0
2021-05-02,Yankee Stadium III,Detroit Tigers,0,New York Yankees,2,2,13.3,2.3,10.9,6.9,163.0
2021-05-02,RingCentral Coliseum,Baltimore Orioles,5,Oakland Athletics,7,12,10.4,9.6,0.0,33.7,316.0
2021-05-02,Citizens Bank Park,New York Mets,8,Philadelphia Phillies,7,15,5.0,-1.9,0.5,8.4,4.0
2021-05-02,PNC Park,St. Louis Cardinals,3,Pittsburgh Pirates,0,3,25.8,19.0,0.1,36.7,63.0
2021-05-02,Petco Park,San Francisco Giants,7,San Diego Padres,1,8,22.7,14.0,0.0,25.0,81.0
2021-05-02,T-Mobile Park,Los Angeles Angels,0,Seattle Mariners,2,2,16.1,0.9,0.0,13.8,230.0
2021-05-02,Tropicana Field,Houston Astros,4,Tampa Bay Rays,5,9,32.4,21.4,0.0,12.7,69.0
2021-05-02,Globe Life Field,Boston Red Sox,3,Texas Rangers,5,8,-0.0,-6.5,1.7,12.0,190.0
2021-05-02,TD Ballpark,Atlanta Braves,2,Toronto Blue Jays,7,9,30.7,19.7,0.9,9.5,335.0
2021-05-02,Nationals Park,Miami Marlins,1,Washington Nationals,3,4,30.3,18.6,0.0,32.1,344.0
2021-05-03,Angel Stadium of Anaheim,Tampa Bay Rays,7,Los Angeles Angels,3,10,24.5,12.2,3.2,19.5,113.0
2021-05-03,Kauffman Stadium,Cleveland Indians,8,Kansas City Royals,6,14,10.2,-0.8,0.0,34.1,352.0
2021-05-03,Target Field,Texas Rangers,5,Minnesota Twins,6,11,6.1,-5.3,0.0,20.6,345.0
2021-05-03,RingCentral Coliseum,Toronto Blue Jays,4,Oakland Athletics,5,9,13.2,10.8,0.0,27.5,185.0
2021-05-03,Citizens Bank Park,Milwaukee Brewers,3,Philadelphia Phillies,4,7,8.1,-1.5,0.4,7.0,293.0
2021-05-03,Petco Park,Pittsburgh Pirates,0,San Diego Padres,2,2,27.2,13.8,6.8,17.3,124.0
2021-05-03,T-Mobile Park,Baltimore Orioles,5,Seattle Mariners,3,8,15.7,4.3,0.3,17.4,155.0
2021-05-03,Busch Stadium III,New York Mets,5,St. Louis Cardinals,6,11,13.3,-0.4,0.0,25.8,31.0
2021-05-04,Angel Stadium of Anaheim,Tampa Bay Rays,8,Los Angeles Angels,3,11,24.1,14.3,10.0,22.0,346.0
2021-05-04,Fenway Park,Detroit Tigers,7,Boston Red Sox,11,18,8.7,-1.2,0.0,9.2,199.0
2021-05-04,Wrigley Field,Los Angeles Dodgers,1,Chicago Cubs,7,8,18.3,7.1,0.0,18.7,358.0
2021-05-04,Wrigley Field,Los Angeles Dodgers,3,Chicago Cubs,4,7,18.3,7.1,0.0,18.7,358.0
2021-05-04,Great American Ball Park,Chicago White Sox,9,Cincinnati Reds,0,9,24.0,10.6,0.0,26.1,75.0
2021-05-04,Coors Field,San Francisco Giants,12,Colorado Rockies,4,16,15.6,1.9,0.0,26.8,296.0
2021-05-04,Coors Field,San Francisco Giants,6,Colorado Rockies,8,14,15.6,1.9,0.0,26.8,296.0
2021-05-04,Kauffman Stadium,Cleveland Indians,7,Kansas City Royals,3,10,9.9,-1.5,0.1,25.8,348.0
2021-05-04,loanDepot park,Arizona Diamondbacks,3,Miami Marlins,9,12,39.9,26.0,0.0,13.3,242.0
2021-05-04,Target Field,Texas Rangers,6,Minnesota Twins,3,9,10.2,1.0,0.0,16.3,242.0
2021-05-04,Yankee Stadium III,Houston Astros,3,New York Yankees,7,10,14.0,5.3,0.0,12.9,105.0
2021-05-04,RingCentral Coliseum,Toronto Blue Jays,1,Oakland Athletics,4,5,11.1,10.2,8.1,21.7,280.0
2021-05-04,Citizens Bank Park,Milwaukee Brewers,5,Philadelphia Phillies,6,11,6.2,-1.1,0.0,8.4,157.0
2021-05-04,Petco Park,Pittsburgh Pirates,2,San Diego Padres,1,3,24.2,15.6,14.3,23.9,344.0
2021-05-04,T-Mobile Park,Baltimore Orioles,2,Seattle Mariners,5,7,11.4,2.4,0.1,18.5,256.0
2021-05-04,Nationals Park,Atlanta Braves,6,Washington Nationals,1,7,24.8,14.3,0.0,22.9,41.0
2021-05-05,Angel Stadium of Anaheim,Tampa Bay Rays,3,Los Angeles Angels,1,4,25.7,11.2,0.0,11.5,236.0
2021-05-05,Fenway Park,Detroit Tigers,6,Boston Red Sox,5,11,7.9,0.6,0.3,9.3,183.0
2021-05-05,Wrigley Field,Los Angeles Dodgers,5,Chicago Cubs,6,11,22.9,9.7,0.0,19.8,289.0
2021-05-05,Great American Ball Park,Chicago White Sox,0,Cincinnati Reds,1,1,25.0,12.3,0.0,18.1,69.0
2021-05-05,Coors Field,San Francisco Giants,5,Colorado Rockies,6,11,20.6,2.6,0.0,40.9,272.0
2021-05-05,Kauffman Stadium,Cleveland Indians,5,Kansas City Royals,4,9,13.0,-2.1,0.0,26.4,351.0
2021-05-05,loanDepot park,Arizona Diamondbacks,0,Miami Marlins,8,8,39.5,27.2,0.0,16.8,71.0
2021-05-05,Target Field,Texas Rangers,3,Minnesota Twins,1,4,14.1,-0.1,0.0,15.2,322.0
2021-05-05,Yankee Stadium III,Houston Astros,3,New York Yankees,6,9,17.1,3.7,0.2,10.8,107.0
2021-05-05,RingCentral Coliseum,Toronto Blue Jays,9,Oakland Athletics,4,13,13.9,11.4,0.0,39.0,256.0
2021-05-05,Citizens Bank Park,Milwaukee Brewers,4,Philadelphia Phillies,5,9,6.6,-5.1,0.0,10.0,122.0
2021-05-05,Petco Park,Pittsburgh Pirates,2,San Diego Padres,4,6,25.4,14.5,0.0,12.6,215.0
2021-05-05,T-Mobile Park,Baltimore Orioles,6,Seattle Mariners,0,6,12.5,3.4,0.4,23.7,297.0
2021-05-05,Busch Stadium III,New York Mets,1,St. Louis Cardinals,4,5,13.0,-0.3,0.0,15.8,104.0
2021-05-05,Busch Stadium III,New York Mets,7,St. Louis Cardinals,2,9,13.0,-0.3,0.0,15.8,104.0
2021-05-05,Nationals Park,Atlanta Braves,5,Washington Nationals,3,8,27.5,12.2,0.0,22.2,7.0
2021-05-06,Angel Stadium of Anaheim,Tampa Bay Rays,8,Los Angeles Angels,3,11,26.1,15.1,0.0,25.6,207.0
2021-05-06,Fenway Park,Detroit Tigers,9,Boston Red Sox,12,21,4.3,2.6,8.3,5.4,172.0
2021-05-06,Kauffman Stadium,Cleveland Indians,4,Kansas City Royals,0,4,15.8,-1.1,0.0,26.9,10.0
2021-05-06,loanDepot park,Arizona Diamondbacks,1,Miami Marlins,3,4,39.3,26.9,0.0,19.6,84.0
2021-05-06,Target Field,Texas Rangers,4,Minnesota Twins,3,7,15.1,3.9,0.0,15.4,136.0
2021-05-06,Yankee Stadium III,Houston Astros,7,New York Yankees,4,11,12.0,2.8,2.9,6.9,148.0
